chr	fragmentMid1	fragmentMid2	p_value
21	17055000	15525000	1
21	17055000	15535000	1
21	17055000	15545000	1
21	17055000	15555000	0.2180034
21	17055000	15565000	1
21	17055000	15575000	1
21	17055000	15585000	0.02711766
21	17055000	15595000	1
21	17055000	15605000	0.2275591
21	17055000	15615000	1
21	17055000	15625000	1
21	17055000	15635000	1
21	17055000	15645000	1
21	17055000	15655000	1
21	17055000	15665000	0.03138813
21	17055000	15675000	0.2419865
21	17055000	15685000	0.03257562
21	17055000	15695000	0.246317
21	17055000	15705000	0.2485151
21	17055000	15715000	0.2507344
21	17055000	15725000	0.2529746
21	17055000	15735000	1
21	17055000	15745000	0.0002583982
21	17055000	15755000	0.259817
21	17055000	15765000	0.262137
21	17055000	15775000	0.264476
21	17055000	15785000	1
21	17055000	15795000	0.2692093
21	17055000	15805000	1
21	17055000	15815000	1
21	17055000	15825000	0.2764419
21	17055000	15835000	1
21	17055000	15845000	1
21	17055000	15855000	0.2838241
21	17055000	15865000	0.2863164
21	17055000	15875000	1
21	17055000	15885000	1
21	17055000	15895000	1
21	17055000	15905000	0.2964392
21	17055000	15915000	1
21	17055000	15925000	1
21	17055000	15935000	1
21	17055000	15945000	1
21	17055000	15955000	1
21	17055000	15965000	0.3124068
21	17055000	15975000	1
21	17055000	15985000	1
21	17055000	15995000	1
21	17055000	16005000	0.3239462
21	17055000	16015000	1
21	17055000	16025000	0.330074
21	17055000	16035000	0.3332394
21	17055000	16045000	0.3364769
21	17055000	16055000	1
21	17055000	16065000	0.3431805
21	17055000	16075000	5.742719e-06
21	17055000	16085000	0.3502082
21	17055000	16095000	1
21	17055000	16105000	1
21	17055000	16115000	0.07500451
21	17055000	16125000	0.3653209
21	17055000	16135000	1
21	17055000	16145000	0.373443
21	17055000	16155000	1
21	17055000	16165000	1
21	17055000	16175000	0.3863768
21	17055000	16185000	0.01406848
21	17055000	16195000	1
21	17055000	16205000	1
21	17055000	16215000	1
21	17055000	16225000	0.410027
21	17055000	16235000	0.4150794
21	17055000	16245000	1
21	17055000	16255000	0.018839
21	17055000	16265000	0.110092
21	17055000	16275000	0.4363747
21	17055000	16285000	1
21	17055000	16295000	0.4476706
21	17055000	16305000	0.4534785
21	17055000	16315000	0.4593915
21	17055000	16325000	1
21	17055000	16335000	0.1344868
21	17055000	16345000	0.4777487
21	17055000	16355000	0.02965725
21	17055000	16365000	1
21	17055000	16375000	0.4969956
21	17055000	16385000	1
21	17055000	16395000	0.006158428
21	17055000	16405000	0.1655541
21	17055000	16415000	1
21	17055000	16425000	0.1758035
21	17055000	16435000	1
21	17055000	16445000	1
21	17055000	16455000	0.5521589
21	17055000	16465000	0.1982676
21	17055000	16475000	0.05278185
21	17055000	16485000	1
21	17055000	16495000	0.2169454
21	17055000	16505000	1
21	17055000	16515000	1
21	17055000	16525000	1
21	17055000	16535000	1
21	17055000	16545000	1
21	17055000	16555000	1
21	17055000	16565000	0.6356643
21	17055000	16575000	0.6436952
21	17055000	16585000	0.09068196
21	17055000	16595000	0.29315
21	17055000	16605000	0.6681642
21	17055000	16615000	1
21	17055000	16625000	0.02994509
21	17055000	16635000	1
21	17055000	16645000	0.1224467
21	17055000	16655000	0.7098778
21	17055000	16665000	1
21	17055000	16675000	1
21	17055000	16685000	0.383727
21	17055000	16695000	0.3956309
21	17055000	16705000	0.4081419
21	17055000	16715000	1
21	17055000	16725000	0.4352563
21	17055000	16735000	0.7820294
21	17055000	16745000	0.07481481
21	17055000	16755000	1
21	17055000	16765000	0.23642
21	17055000	16775000	0.823509
21	17055000	16785000	0.5364119
21	17055000	16795000	0.04128281
21	17055000	16805000	0.8557287
21	17055000	16815000	1
21	17055000	16825000	1
21	17055000	16835000	0.3680861
21	17055000	16845000	0.38944
21	17055000	16855000	0.9023618
21	17055000	16865000	0.09732946
21	17055000	16875000	0.7135001
21	17055000	16885000	0.4833
21	17055000	16895000	1
21	17055000	16905000	0.779535
21	17055000	16915000	0.9514132
21	17055000	16925000	0.9593905
21	17055000	16935000	0.852805
21	17055000	16945000	0.8751124
21	17055000	16955000	0.7418944
21	17055000	16965000	0.7912114
21	17055000	16975000	0.8437301
21	17055000	16985000	0.7629927
21	17055000	16995000	0.1364388
21	17055000	17005000	0.7910992
21	17055000	17015000	0.8088843
21	17055000	17025000	0.3486108
21	17055000	17035000	0.5901034
21	17065000	15065000	1
21	17065000	15075000	1
21	17065000	15085000	1
21	17065000	15095000	1
21	17065000	15105000	1
21	17065000	15115000	1
21	17065000	15125000	1
21	17065000	15135000	1
21	17065000	15145000	1
21	17065000	15155000	1
21	17065000	15165000	1
21	17065000	15175000	1
21	17065000	15185000	1
21	17065000	15195000	1
21	17065000	15205000	1
21	17065000	15215000	1
21	17065000	15225000	1
21	17065000	15235000	1
21	17065000	15245000	1
21	17065000	15255000	1
21	17065000	15265000	1
21	17065000	15275000	1
21	17065000	15285000	1
21	17065000	15295000	1
21	17065000	15305000	1
21	17065000	15315000	1
21	17065000	15325000	1
21	17065000	15335000	1
21	17065000	15345000	1
21	17065000	15355000	1
21	17065000	15365000	1
21	17065000	15375000	1
21	17065000	15385000	1
21	17065000	15395000	1
21	17065000	15405000	1
21	17065000	15415000	1
21	17065000	15425000	1
21	17065000	15435000	0.1964593
21	17065000	15445000	1
21	17065000	15455000	0.1994412
21	17065000	15465000	0.2009794
21	17065000	15475000	1
21	17065000	15485000	1
21	17065000	15495000	1
21	17065000	15505000	1
21	17065000	15515000	1
21	17065000	15525000	1
21	17065000	15535000	0.02439486
21	17065000	15545000	0.2143688
21	17065000	15555000	1
21	17065000	15565000	1
21	17065000	15575000	1
21	17065000	15585000	1
21	17065000	15595000	1
21	17065000	15605000	0.0276106
21	17065000	15615000	1
21	17065000	15625000	0.02863098
21	17065000	15635000	0.02915864
21	17065000	15645000	0.2335987
21	17065000	15655000	0.03024941
21	17065000	15665000	0.237746
21	17065000	15675000	1
21	17065000	15685000	1
21	17065000	15695000	1
21	17065000	15705000	0.03318791
21	17065000	15715000	0.2485151
21	17065000	15725000	0.003233559
21	17065000	15735000	0.03510005
21	17065000	15745000	1
21	17065000	15755000	1
21	17065000	15765000	0.259817
21	17065000	15775000	1
21	17065000	15785000	0.264476
21	17065000	15795000	0.2668336
21	17065000	15805000	1
21	17065000	15815000	0.2716029
21	17065000	15825000	0.2740139
21	17065000	15835000	0.2764419
21	17065000	15845000	1
21	17065000	15855000	0.004700795
21	17065000	15865000	1
21	17065000	15875000	0.04557975
21	17065000	15885000	1
21	17065000	15895000	0.2913459
21	17065000	15905000	0.2938831
21	17065000	15915000	1
21	17065000	15925000	0.2990184
21	17065000	15935000	1
21	17065000	15945000	0.304263
21	17065000	15955000	0.3069366
21	17065000	15965000	1
21	17065000	15975000	0.3124068
21	17065000	15985000	0.3152111
21	17065000	15995000	1
21	17065000	16005000	1
21	17065000	16015000	0.05928281
21	17065000	16025000	1
21	17065000	16035000	1
21	17065000	16045000	1
21	17065000	16055000	1
21	17065000	16065000	0.06567234
21	17065000	16075000	0.06708893
21	17065000	16085000	1
21	17065000	16095000	1
21	17065000	16105000	1
21	17065000	16115000	1
21	17065000	16125000	0.07500451
21	17065000	16135000	1
21	17065000	16145000	0.3693331
21	17065000	16155000	1
21	17065000	16165000	1
21	17065000	16175000	1
21	17065000	16185000	1
21	17065000	16195000	1
21	17065000	16205000	0.3955174
21	17065000	16215000	0.01525391
21	17065000	16225000	1
21	17065000	16235000	0.09871082
21	17065000	16245000	1
21	17065000	16255000	0.4202404
21	17065000	16265000	0.42551
21	17065000	16275000	0.4308882
21	17065000	16285000	1
21	17065000	16295000	0.4419691
21	17065000	16305000	1
21	17065000	16315000	0.4534785
21	17065000	16325000	1
21	17065000	16335000	0.4654086
21	17065000	16345000	1
21	17065000	16355000	0.4777487
21	17065000	16365000	0.1426343
21	17065000	16375000	1
21	17065000	16385000	1
21	17065000	16395000	0.5035989
21	17065000	16405000	0.5102918
21	17065000	16415000	0.03762178
21	17065000	16425000	1
21	17065000	16435000	1
21	17065000	16445000	1
21	17065000	16455000	0.04563433
21	17065000	16465000	0.1924004
21	17065000	16475000	0.1982676
21	17065000	16485000	1
21	17065000	16495000	1
21	17065000	16505000	0.2169454
21	17065000	16515000	1
21	17065000	16525000	0.5965914
21	17065000	16535000	0.6042558
21	17065000	16545000	0.2446573
21	17065000	16555000	0.6198124
21	17065000	16565000	1
21	17065000	16575000	1
21	17065000	16585000	0.6436952
21	17065000	16595000	1
21	17065000	16605000	1
21	17065000	16615000	1
21	17065000	16625000	0.3113328
21	17065000	16635000	1
21	17065000	16645000	1
21	17065000	16655000	0.1224467
21	17065000	16665000	1
21	17065000	16675000	0.7183144
21	17065000	16685000	0.7268347
21	17065000	16695000	0.1498236
21	17065000	16705000	1
21	17065000	16715000	1
21	17065000	16725000	0.7626789
21	17065000	16735000	1
21	17065000	16745000	0.7820294
21	17065000	16755000	0.4655233
21	17065000	16765000	1
21	17065000	16775000	0.8128545
21	17065000	16785000	0.823509
21	17065000	16795000	0.8342837
21	17065000	16805000	0.845083
21	17065000	16815000	1
21	17065000	16825000	0.5967977
21	17065000	16835000	1
21	17065000	16845000	0.3680861
21	17065000	16855000	0.8941179
21	17065000	16865000	0.4109717
21	17065000	16875000	0.9103293
21	17065000	16885000	0.918234
21	17065000	16895000	0.4833
21	17065000	16905000	0.7558814
21	17065000	16915000	0.779535
21	17065000	16925000	0.9514132
21	17065000	16935000	0.8292875
21	17065000	16945000	0.852805
21	17065000	16955000	0.4865178
21	17065000	16965000	0.7418944
21	17065000	16975000	0.7912114
21	17065000	16985000	0.9464608
21	17065000	16995000	0.4205185
21	17065000	17005000	0.2339585
21	17065000	17015000	0.7910992
21	17065000	17025000	0.8088843
21	17065000	17035000	0.7095906
21	17065000	17045000	0.02001408
21	17075000	15075000	1
21	17075000	15085000	1
21	17075000	15095000	1
21	17075000	15105000	1
21	17075000	15115000	1
21	17075000	15125000	1
21	17075000	15135000	1
21	17075000	15145000	1
21	17075000	15155000	1
21	17075000	15165000	1
21	17075000	15175000	1
21	17075000	15185000	1
21	17075000	15195000	1
21	17075000	15205000	1
21	17075000	15215000	1
21	17075000	15225000	1
21	17075000	15235000	1
21	17075000	15245000	1
21	17075000	15255000	0.1749282
21	17075000	15265000	1
21	17075000	15275000	1
21	17075000	15285000	1
21	17075000	15295000	1
21	17075000	15305000	1
21	17075000	15315000	1
21	17075000	15325000	1
21	17075000	15335000	1
21	17075000	15345000	1
21	17075000	15355000	0.1846706
21	17075000	15365000	1
21	17075000	15375000	1
21	17075000	15385000	1
21	17075000	15395000	0.01922598
21	17075000	15405000	1
21	17075000	15415000	1
21	17075000	15425000	1
21	17075000	15435000	1
21	17075000	15445000	1
21	17075000	15455000	1
21	17075000	15465000	0.1994412
21	17075000	15475000	1
21	17075000	15485000	0.2025485
21	17075000	15495000	1
21	17075000	15505000	0.02279543
21	17075000	15515000	1
21	17075000	15525000	0.2091275
21	17075000	15535000	1
21	17075000	15545000	1
21	17075000	15555000	1
21	17075000	15565000	1
21	17075000	15575000	0.2180034
21	17075000	15585000	0.2198617
21	17075000	15595000	1
21	17075000	15605000	0.02711766
21	17075000	15615000	0.2255959
21	17075000	15625000	1
21	17075000	15635000	0.02863098
21	17075000	15645000	0.2315609
21	17075000	15655000	1
21	17075000	15665000	1
21	17075000	15675000	1
21	17075000	15685000	1
21	17075000	15695000	1
21	17075000	15705000	0.2441407
21	17075000	15715000	1
21	17075000	15725000	0.2485151
21	17075000	15735000	1
21	17075000	15745000	0.2529746
21	17075000	15755000	0.000248517
21	17075000	15765000	0.0364385
21	17075000	15775000	0.003628145
21	17075000	15785000	0.03782874
21	17075000	15795000	0.0385435
21	17075000	15805000	0.2668336
21	17075000	15815000	1
21	17075000	15825000	0.2716029
21	17075000	15835000	0.04153536
21	17075000	15845000	1
21	17075000	15855000	0.2788865
21	17075000	15865000	0.2813474
21	17075000	15875000	0.2838241
21	17075000	15885000	0.2863164
21	17075000	15895000	0.2888238
21	17075000	15905000	1
21	17075000	15915000	1
21	17075000	15925000	0.04906647
21	17075000	15935000	1
21	17075000	15945000	1
21	17075000	15955000	0.304263
21	17075000	15965000	1
21	17075000	15975000	1
21	17075000	15985000	1
21	17075000	15995000	1
21	17075000	16005000	0.3180666
21	17075000	16015000	1
21	17075000	16025000	1
21	17075000	16035000	0.3269773
21	17075000	16045000	1
21	17075000	16055000	0.3332394
21	17075000	16065000	1
21	17075000	16075000	1
21	17075000	16085000	1
21	17075000	16095000	0.3466524
21	17075000	16105000	1
21	17075000	16115000	1
21	17075000	16125000	1
21	17075000	16135000	0.07500451
21	17075000	16145000	1
21	17075000	16155000	1
21	17075000	16165000	1
21	17075000	16175000	0.3776525
21	17075000	16185000	1
21	17075000	16195000	0.3863768
21	17075000	16205000	0.3908945
21	17075000	16215000	1
21	17075000	16225000	0.4002466
21	17075000	16235000	1
21	17075000	16245000	1
21	17075000	16255000	0.4150794
21	17075000	16265000	1
21	17075000	16275000	1
21	17075000	16285000	0.4308882
21	17075000	16295000	1
21	17075000	16305000	1
21	17075000	16315000	1
21	17075000	16325000	0.1232801
21	17075000	16335000	0.4593915
21	17075000	16345000	0.4654086
21	17075000	16355000	0.4715282
21	17075000	16365000	1
21	17075000	16375000	1
21	17075000	16385000	0.1469206
21	17075000	16395000	1
21	17075000	16405000	1
21	17075000	16415000	1
21	17075000	16425000	1
21	17075000	16435000	0.1705988
21	17075000	16445000	0.1758035
21	17075000	16455000	1
21	17075000	16465000	0.5449944
21	17075000	16475000	0.5521589
21	17075000	16485000	0.5593895
21	17075000	16495000	1
21	17075000	16505000	0.05541075
21	17075000	16515000	1
21	17075000	16525000	0.5890033
21	17075000	16535000	0.2303747
21	17075000	16545000	1
21	17075000	16555000	0.6119964
21	17075000	16565000	1
21	17075000	16575000	0.6277024
21	17075000	16585000	0.6356643
21	17075000	16595000	1
21	17075000	16605000	1
21	17075000	16615000	0.6599496
21	17075000	16625000	0.3021108
21	17075000	16635000	0.67643
21	17075000	16645000	0.3208182
21	17075000	16655000	1
21	17075000	16665000	0.7014724
21	17075000	16675000	0.7098778
21	17075000	16685000	1
21	17075000	16695000	0.0003993432
21	17075000	16705000	0.1498236
21	17075000	16715000	0.744331
21	17075000	16725000	0.4081419
21	17075000	16735000	1
21	17075000	16745000	0.1859998
21	17075000	16755000	1
21	17075000	16765000	0.2090749
21	17075000	16775000	1
21	17075000	16785000	0.8128545
21	17075000	16795000	1
21	17075000	16805000	0.5364119
21	17075000	16815000	0.5561832
21	17075000	16825000	0.1315263
21	17075000	16835000	0.8660631
21	17075000	16845000	0.8759626
21	17075000	16855000	0.6370007
21	17075000	16865000	0.38944
21	17075000	16875000	0.6752075
21	17075000	16885000	1
21	17075000	16895000	0.918234
21	17075000	16905000	0.7339442
21	17075000	16915000	0.512535
21	17075000	16925000	0.545572
21	17075000	16935000	0.9514132
21	17075000	16945000	0.8292875
21	17075000	16955000	0.2552402
21	17075000	16965000	0.698697
21	17075000	16975000	0.9790979
21	17075000	16985000	0.6066278
21	17075000	16995000	0.9464608
21	17075000	17005000	0.595248
21	17075000	17015000	0.9800604
21	17075000	17025000	0.07467797
21	17075000	17035000	0.9004432
21	17075000	17045000	0.7095906
21	17075000	17055000	0.165791
21	17085000	15085000	1
21	17085000	15095000	1
21	17085000	15105000	1
21	17085000	15115000	1
21	17085000	15125000	1
21	17085000	15135000	1
21	17085000	15145000	1
21	17085000	15155000	1
21	17085000	15165000	1
21	17085000	15175000	1
21	17085000	15185000	1
21	17085000	15195000	1
21	17085000	15205000	1
21	17085000	15215000	1
21	17085000	15225000	1
21	17085000	15235000	1
21	17085000	15245000	1
21	17085000	15255000	1
21	17085000	15265000	1
21	17085000	15275000	1
21	17085000	15285000	1
21	17085000	15295000	1
21	17085000	15305000	0.1783815
21	17085000	15315000	1
21	17085000	15325000	1
21	17085000	15335000	1
21	17085000	15345000	1
21	17085000	15355000	1
21	17085000	15365000	1
21	17085000	15375000	1
21	17085000	15385000	0.1870525
21	17085000	15395000	1
21	17085000	15405000	1
21	17085000	15415000	0.001352319
21	17085000	15425000	0.1922281
21	17085000	15435000	1
21	17085000	15445000	1
21	17085000	15455000	0.001481519
21	17085000	15465000	1
21	17085000	15475000	1
21	17085000	15485000	0.2009794
21	17085000	15495000	0.2025485
21	17085000	15505000	0.2041483
21	17085000	15515000	0.02279543
21	17085000	15525000	0.2074381
21	17085000	15535000	1
21	17085000	15545000	1
21	17085000	15555000	1
21	17085000	15565000	1
21	17085000	15575000	1
21	17085000	15585000	1
21	17085000	15595000	0.2198617
21	17085000	15605000	0.002178649
21	17085000	15615000	0.2236584
21	17085000	15625000	0.2255959
21	17085000	15635000	0.028115
21	17085000	15645000	0.2295476
21	17085000	15655000	0.2315609
21	17085000	15665000	0.02969808
21	17085000	15675000	0.03024941
21	17085000	15685000	0.237746
21	17085000	15695000	1
21	17085000	15705000	0.2419865
21	17085000	15715000	1
21	17085000	15725000	0.246317
21	17085000	15735000	0.03381267
21	17085000	15745000	1
21	17085000	15755000	0.03510005
21	17085000	15765000	1
21	17085000	15775000	1
21	17085000	15785000	1
21	17085000	15795000	0.262137
21	17085000	15805000	0.264476
21	17085000	15815000	0.03927146
21	17085000	15825000	0.2692093
21	17085000	15835000	0.2716029
21	17085000	15845000	0.2740139
21	17085000	15855000	1
21	17085000	15865000	1
21	17085000	15875000	0.004700795
21	17085000	15885000	1
21	17085000	15895000	0.04557975
21	17085000	15905000	1
21	17085000	15915000	1
21	17085000	15925000	0.2938831
21	17085000	15935000	1
21	17085000	15945000	0.2990184
21	17085000	15955000	0.3016249
21	17085000	15965000	0.05186096
21	17085000	15975000	1
21	17085000	15985000	0.05383616
21	17085000	15995000	1
21	17085000	16005000	0.3152111
21	17085000	16015000	1
21	17085000	16025000	1
21	17085000	16035000	0.3239462
21	17085000	16045000	0.3269773
21	17085000	16055000	0.330074
21	17085000	16065000	1
21	17085000	16075000	0.06430522
21	17085000	16085000	0.06567234
21	17085000	16095000	0.3431805
21	17085000	16105000	0.06855754
21	17085000	16115000	1
21	17085000	16125000	0.07166116
21	17085000	16135000	0.0733015
21	17085000	16145000	1
21	17085000	16155000	1
21	17085000	16165000	0.01160141
21	17085000	16175000	0.373443
21	17085000	16185000	1
21	17085000	16195000	0.08455934
21	17085000	16205000	0.3863768
21	17085000	16215000	0.3908945
21	17085000	16225000	0.3955174
21	17085000	16235000	1
21	17085000	16245000	0.09612257
21	17085000	16255000	0.09871082
21	17085000	16265000	1
21	17085000	16275000	0.4202404
21	17085000	16285000	0.42551
21	17085000	16295000	1
21	17085000	16305000	1
21	17085000	16315000	0.02150151
21	17085000	16325000	0.1198018
21	17085000	16335000	0.4534785
21	17085000	16345000	1
21	17085000	16355000	0.02578796
21	17085000	16365000	1
21	17085000	16375000	0.4777487
21	17085000	16385000	0.1426343
21	17085000	16395000	0.03108896
21	17085000	16405000	0.4969956
21	17085000	16415000	0.1559338
21	17085000	16425000	0.1606666
21	17085000	16435000	0.03762178
21	17085000	16445000	0.03947586
21	17085000	16455000	0.1758035
21	17085000	16465000	1
21	17085000	16475000	1
21	17085000	16485000	0.5521589
21	17085000	16495000	1
21	17085000	16505000	0.5666863
21	17085000	16515000	0.2105319
21	17085000	16525000	1
21	17085000	16535000	0.5890033
21	17085000	16545000	1
21	17085000	16555000	1
21	17085000	16565000	0.6119964
21	17085000	16575000	0.01703626
21	17085000	16585000	0.6277024
21	17085000	16595000	0.6356643
21	17085000	16605000	1
21	17085000	16615000	1
21	17085000	16625000	0.0953239
21	17085000	16635000	1
21	17085000	16645000	0.67643
21	17085000	16655000	1
21	17085000	16665000	0.3305684
21	17085000	16675000	1
21	17085000	16685000	0.1287341
21	17085000	16695000	1
21	17085000	16705000	0.3723537
21	17085000	16715000	0.7354922
21	17085000	16725000	0.744331
21	17085000	16735000	1
21	17085000	16745000	0.7626789
21	17085000	16755000	0.7722259
21	17085000	16765000	0.4499736
21	17085000	16775000	1
21	17085000	16785000	0.8023664
21	17085000	16795000	0.8128545
21	17085000	16805000	1
21	17085000	16815000	1
21	17085000	16825000	1
21	17085000	16835000	0.8557287
21	17085000	16845000	0.01694109
21	17085000	16855000	0.1589383
21	17085000	16865000	1
21	17085000	16875000	1
21	17085000	16885000	0.9023618
21	17085000	16895000	0.6940781
21	17085000	16905000	0.918234
21	17085000	16915000	0.4833
21	17085000	16925000	0.934469
21	17085000	16935000	0.779535
21	17085000	16945000	0.3582338
21	17085000	16955000	0.6208781
21	17085000	16965000	0.4409631
21	17085000	16975000	0.1570068
21	17085000	16985000	0.9790979
21	17085000	16995000	0.2486522
21	17085000	17005000	0.6841229
21	17085000	17015000	0.1560005
21	17085000	17025000	0.6925968
21	17085000	17035000	0.07467797
21	17085000	17045000	0.5472209
21	17085000	17055000	0.03659937
21	17085000	17065000	0.247011
21	17095000	15095000	1
21	17095000	15105000	1
21	17095000	15115000	1
21	17095000	15125000	1
21	17095000	15135000	1
21	17095000	15145000	1
21	17095000	15155000	1
21	17095000	15165000	1
21	17095000	15175000	1
21	17095000	15185000	1
21	17095000	15195000	1
21	17095000	15205000	1
21	17095000	15215000	1
21	17095000	15225000	1
21	17095000	15235000	1
21	17095000	15245000	1
21	17095000	15255000	1
21	17095000	15265000	1
21	17095000	15275000	1
21	17095000	15285000	1
21	17095000	15295000	1
21	17095000	15305000	1
21	17095000	15315000	1
21	17095000	15325000	0.1793385
21	17095000	15335000	1
21	17095000	15345000	1
21	17095000	15355000	1
21	17095000	15365000	1
21	17095000	15375000	1
21	17095000	15385000	0.1858441
21	17095000	15395000	0.1870525
21	17095000	15405000	1
21	17095000	15415000	0.1895725
21	17095000	15425000	0.1908836
21	17095000	15435000	1
21	17095000	15445000	0.1936058
21	17095000	15455000	0.02038855
21	17095000	15465000	1
21	17095000	15475000	0.001517101
21	17095000	15485000	0.1994412
21	17095000	15495000	0.2009794
21	17095000	15505000	1
21	17095000	15515000	1
21	17095000	15525000	1
21	17095000	15535000	1
21	17095000	15545000	0.2091275
21	17095000	15555000	1
21	17095000	15565000	0.001904221
21	17095000	15575000	0.2143688
21	17095000	15585000	0.002008409
21	17095000	15595000	1
21	17095000	15605000	0.2198617
21	17095000	15615000	0.02663608
21	17095000	15625000	1
21	17095000	15635000	0.2255959
21	17095000	15645000	1
21	17095000	15655000	1
21	17095000	15665000	1
21	17095000	15675000	1
21	17095000	15685000	0.03024941
21	17095000	15695000	1
21	17095000	15705000	0.03138813
21	17095000	15715000	1
21	17095000	15725000	0.002967116
21	17095000	15735000	0.246317
21	17095000	15745000	0.2485151
21	17095000	15755000	1
21	17095000	15765000	1
21	17095000	15775000	0.2552354
21	17095000	15785000	0.2575163
21	17095000	15795000	0.259817
21	17095000	15805000	0.003734242
21	17095000	15815000	1
21	17095000	15825000	0.2668336
21	17095000	15835000	0.0400127
21	17095000	15845000	0.2716029
21	17095000	15855000	1
21	17095000	15865000	0.2764419
21	17095000	15875000	0.2788865
21	17095000	15885000	0.2813474
21	17095000	15895000	1
21	17095000	15905000	0.2863164
21	17095000	15915000	0.2888238
21	17095000	15925000	1
21	17095000	15935000	1
21	17095000	15945000	0.2964392
21	17095000	15955000	0.04997805
21	17095000	15965000	0.05090892
21	17095000	15975000	1
21	17095000	15985000	0.3069366
21	17095000	15995000	0.3096499
21	17095000	16005000	1
21	17095000	16015000	1
21	17095000	16025000	1
21	17095000	16035000	0.3209772
21	17095000	16045000	1
21	17095000	16055000	0.3269773
21	17095000	16065000	0.330074
21	17095000	16075000	1
21	17095000	16085000	1
21	17095000	16095000	0.3397896
21	17095000	16105000	0.3431805
21	17095000	16115000	0.3466524
21	17095000	16125000	0.07008074
21	17095000	16135000	1
21	17095000	16145000	0.0733015
21	17095000	16155000	0.3614045
21	17095000	16165000	1
21	17095000	16175000	1
21	17095000	16185000	0.373443
21	17095000	16195000	1
21	17095000	16205000	0.08455934
21	17095000	16215000	0.08669895
21	17095000	16225000	0.08892191
21	17095000	16235000	0.3955174
21	17095000	16245000	0.001897621
21	17095000	16255000	0.4050829
21	17095000	16265000	0.410027
21	17095000	16275000	0.1013986
21	17095000	16285000	1
21	17095000	16295000	1
21	17095000	16305000	1
21	17095000	16315000	0.4363747
21	17095000	16325000	0.02150151
21	17095000	16335000	1
21	17095000	16345000	0.1232801
21	17095000	16355000	0.4593915
21	17095000	16365000	1
21	17095000	16375000	1
21	17095000	16385000	0.4777487
21	17095000	16395000	0.4840681
21	17095000	16405000	0.1469206
21	17095000	16415000	0.4969956
21	17095000	16425000	0.5035989
21	17095000	16435000	0.1606666
21	17095000	16445000	0.5170715
21	17095000	16455000	0.1705988
21	17095000	16465000	1
21	17095000	16475000	0.1811705
21	17095000	16485000	1
21	17095000	16495000	1
21	17095000	16505000	1
21	17095000	16515000	1
21	17095000	16525000	0.5740524
21	17095000	16535000	1
21	17095000	16545000	1
21	17095000	16555000	1
21	17095000	16565000	0.2374057
21	17095000	16575000	0.2446573
21	17095000	16585000	1
21	17095000	16595000	0.6277024
21	17095000	16605000	0.08209014
21	17095000	16615000	0.08627439
21	17095000	16625000	1
21	17095000	16635000	0.6599496
21	17095000	16645000	1
21	17095000	16655000	0.67643
21	17095000	16665000	1
21	17095000	16675000	1
21	17095000	16685000	0.7014724
21	17095000	16695000	1
21	17095000	16705000	1
21	17095000	16715000	0.7268347
21	17095000	16725000	0.7354922
21	17095000	16735000	0.744331
21	17095000	16745000	1
21	17095000	16755000	1
21	17095000	16765000	1
21	17095000	16775000	0.4499736
21	17095000	16785000	0.7920821
21	17095000	16795000	0.08178164
21	17095000	16805000	1
21	17095000	16815000	0.251906
21	17095000	16825000	0.5364119
21	17095000	16835000	0.845083
21	17095000	16845000	0.8557287
21	17095000	16855000	0.5967977
21	17095000	16865000	1
21	17095000	16875000	0.8853354
21	17095000	16885000	0.07749974
21	17095000	16895000	0.6752075
21	17095000	16905000	1
21	17095000	16915000	0.2432552
21	17095000	16925000	0.7339442
21	17095000	16935000	0.934469
21	17095000	16945000	0.779535
21	17095000	16955000	0.3582338
21	17095000	16965000	0.8292875
21	17095000	16975000	0.9665231
21	17095000	16985000	0.9728987
21	17095000	16995000	0.7418944
21	17095000	17005000	0.6066278
21	17095000	17015000	0.8437301
21	17095000	17025000	0.595248
21	17095000	17035000	0.6925968
21	17095000	17045000	0.9899763
21	17095000	17055000	0.1120162
21	17095000	17065000	0.5901034
21	17095000	17075000	0.165791
21	17105000	15105000	1
21	17105000	15115000	1
21	17105000	15125000	1
21	17105000	15135000	1
21	17105000	15145000	1
21	17105000	15155000	1
21	17105000	15165000	1
21	17105000	15175000	1
21	17105000	15185000	1
21	17105000	15195000	1
21	17105000	15205000	1
21	17105000	15215000	1
21	17105000	15225000	1
21	17105000	15235000	1
21	17105000	15245000	1
21	17105000	15255000	1
21	17105000	15265000	1
21	17105000	15275000	1
21	17105000	15285000	1
21	17105000	15295000	1
21	17105000	15305000	0.1765792
21	17105000	15315000	1
21	17105000	15325000	1
21	17105000	15335000	1
21	17105000	15345000	1
21	17105000	15355000	1
21	17105000	15365000	0.1824297
21	17105000	15375000	1
21	17105000	15385000	0.1846706
21	17105000	15395000	1
21	17105000	15405000	0.1870525
21	17105000	15415000	1
21	17105000	15425000	0.01922598
21	17105000	15435000	0.1908836
21	17105000	15445000	1
21	17105000	15455000	1
21	17105000	15465000	0.1950164
21	17105000	15475000	1
21	17105000	15485000	0.02102687
21	17105000	15495000	1
21	17105000	15505000	1
21	17105000	15515000	1
21	17105000	15525000	1
21	17105000	15535000	0.2057783
21	17105000	15545000	1
21	17105000	15555000	1
21	17105000	15565000	0.210846
21	17105000	15575000	1
21	17105000	15585000	0.2143688
21	17105000	15595000	1
21	17105000	15605000	1
